Location,County,Location - RegionId,Indicator,Indicator Name,Indicator - Reference Name,Measure,Measure Name,Measure - Units,Scale,Units,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0500000US53057,Skagit County,US_WA057,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,46008,45994,46293,46658,46810,47252,47725
0500000US53057,Skagit County,US_WA057,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,29562,30696,31468,32621,33962,35074,35521
0500000US53057,Skagit County,US_WA057,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,18736,19433,20247,21129,22175,22864,23964,25071,26149,26392
0500000US53059,Skamania County,US_WA059,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2388,2348,2342,2340,2288,2180,2153,2149,2138,2101
0500000US53059,Skamania County,US_WA059,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,542,518,498,502,490,474,460
0500000US53059,Skamania County,US_WA059,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1798,1770,1682,1651,1659,1664,1641
0500000US53059,Skamania County,US_WA059,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2384,2344,2334,2338,2284,2176,2149,2142,2130,2087
0500000US53059,Skamania County,US_WA059,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,7003,7026,7011,6997,6960,7052,7110,7135,7194,7286
0500000US53059,Skamania County,US_WA059,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1865,1828,1872,1892,1844,1837,1977
0500000US53059,Skamania County,US_WA059,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,5132,5132,5180,5218,5291,5357,5309
0500000US53059,Skamania County,US_WA059,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,2872,2958,3238,3354,3515,3597,3667
0500000US53059,Skamania County,US_WA059,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,1566,1655,1750,1841,1935,2122,2228,2339,2450,2488
0500000US53061,Snohomish County,US_WA061,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,170563,170959,170911,171403,172820,174948,177315,178571,180928,183010
0500000US53061,Snohomish County,US_WA061,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,46217,47174,48076,49033,49770,50519,50091
0500000US53061,Snohomish County,US_WA061,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,125186,125646,126872,128282,128801,130409,132919
0500000US53061,Snohomish County,US_WA061,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,169517,169728,169580,170051,171488,173600,176189,177460,179715,182047
0500000US53061,Snohomish County,US_WA061,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,460633,466924,473390,479610,485827,493474,500538,506023,512250,516718
0500000US53061,Snohomish County,US_WA061,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,168131,169752,172515,175755,177443,179643,179119
0500000US53061,Snohomish County,US_WA061,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,311479,316075,320959,324783,328580,332607,337599
0500000US53061,Snohomish County,US_WA061,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,129717,135860,141038,147405,152999,160292,163911
0500000US53061,Snohomish County,US_WA061,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,73307,76995,80894,85138,89718,93275,97903,102575,107204,109282
0500000US53063,Spokane County,US_WA063,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,107034,106804,106517,106593,106928,108087,109467,110528,110926,115356
0500000US53063,Spokane County,US_WA063,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,29265,29485,29877,30282,30348,30040,30338
0500000US53063,Spokane County,US_WA063,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,77328,77443,78210,79185,80180,80886,85018
0500000US53063,Spokane County,US_WA063,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,106553,106232,105859,105818,106230,107344,108768,109785,110387,114895
0500000US53063,Spokane County,US_WA063,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,289665,290638,291299,292241,294026,295960,299031,302429,306194,317029
0500000US53063,Spokane County,US_WA063,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,110604,111028,111747,113294,114845,116698,119658
0500000US53063,Spokane County,US_WA063,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,181637,182998,184213,185737,187584,189496,197371
0500000US53063,Spokane County,US_WA063,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,97092,100886,103289,106115,110758,115222,119823
0500000US53063,Spokane County,US_WA063,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,59598,61883,64340,66919,69929,72018,74979,78037,81224,84157
0500000US53077,Yakima County,US_WA077,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,71783,72467,72843,72753,73142,73103,73287,73074,73232,74760
0500000US53077,Yakima County,US_WA077,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,20501,20345,20064,20140,19989,19740,19520
0500000US53077,Yakima County,US_WA077,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,52252,52797,53039,53147,53085,53492,55240
0500000US53077,Yakima County,US_WA077,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,71317,72045,72519,72446,72840,72703,72941,72725,72929,74486
0500000US53077,Yakima County,US_WA077,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,139080,140115,140639,140513,139833,140031,139987,139609,139805,142317
0500000US53077,Yakima County,US_WA077,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,56214,55564,55731,55920,55845,56430,57092
0500000US53077,Yakima County,US_WA077,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,84299,84269,84300,84067,83764,83375,85225
0500000US53077,Yakima County,US_WA077,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,41645,42840,43777,44856,45886,46812,47813
0500000US53077,Yakima County,US_WA077,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,27305,27969,28838,29814,30729,31301,32215,33125,33906,34345
0500000US53075,Whitman County,US_WA075,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,6614,6727,6814,6932,7068,7104,7203,7359,7278,7213
0500000US53075,Whitman County,US_WA075,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2007,2022,2024,2054,2081,1946,1959
0500000US53075,Whitman County,US_WA075,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,4925,5046,5080,5149,5278,5332,5254
0500000US53075,Whitman County,US_WA075,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,6600,6716,6788,6908,7041,7085,7185,7352,7262,7195
0500000US53075,Whitman County,US_WA075,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,28215,28218,28409,28929,29230,29161,29769,30089,30121,28891
0500000US53075,Whitman County,US_WA075,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,17143,17324,17002,17613,17779,17623,16717
0500000US53075,Whitman County,US_WA075,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,11786,11906,12159,12156,12310,12498,12174
0500000US53075,Whitman County,US_WA075,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,6301,6439,6559,6766,7006,7180,7117
0500000US53075,Whitman County,US_WA075,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,4121,4225,4334,4401,4492,4550,4698,4847,5151,5063
0500000US53073,Whatcom County,US_WA073,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,41496,41493,41405,41357,41432,41828,42439,42603,42193,42215
0500000US53073,Whatcom County,US_WA073,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,11221,11363,11547,11676,11643,11565,11192
0500000US53073,Whatcom County,US_WA073,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,30136,30069,30281,30763,30960,30628,31023
0500000US53073,Whatcom County,US_WA073,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,41283,41338,41222,41177,41152,41576,42097,42400,41986,41967
0500000US53073,Whatcom County,US_WA073,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,128488,128947,129313,130147,130916,132183,134291,136247,138284,138041
0500000US53073,Whatcom County,US_WA073,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,53436,53896,54685,55945,57107,58317,57647
0500000US53073,Whatcom County,US_WA073,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,76711,77020,77498,78346,79140,79967,80394
0500000US53073,Whatcom County,US_WA073,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,43630,45495,46673,48437,50947,52749,52808
0500000US53073,Whatcom County,US_WA073,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,26391,27587,28740,30079,31822,33294,34836,36705,38323,38727
0500000US53071,Walla Walla County,US_WA071,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,13057,12979,12978,12901,12649,12695,12694,12552,12652,13032
0500000US53071,Walla Walla County,US_WA071,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3489,3389,3338,3360,3304,3267,3144
0500000US53071,Walla Walla County,US_WA071,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,9412,9260,9357,9334,9248,9385,9888
0500000US53071,Walla Walla County,US_WA071,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,12942,12917,12913,12860,12619,12689,12658,12498,12597,12971
0500000US53071,Walla Walla County,US_WA071,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,32405,32524,32540,32225,32338,32299,32437,32389,32441,33202
0500000US53071,Walla Walla County,US_WA071,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,11960,12079,12045,12347,12356,12460,12716
0500000US53071,Walla Walla County,US_WA071,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,20265,20259,20254,20090,20033,19981,20486
0500000US53071,Walla Walla County,US_WA071,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,12591,12952,12980,13694,13827,14505,14948
0500000US53071,Walla Walla County,US_WA071,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,8448,8665,8778,9191,9461,9647,9988,10331,10710,10967
0500000US53065,Stevens County,US_WA065,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,9943,9812,9751,9635,9554,9508,9453,9335,9327,9613
0500000US53065,Stevens County,US_WA065,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2139,2209,2304,2315,2283,2304,2324
0500000US53065,Stevens County,US_WA065,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,7496,7345,7204,7138,7052,7023,7289
0500000US53065,Stevens County,US_WA065,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,9928,9752,9689,9581,9488,9431,9410,9299,9284,9591
0500000US53065,Stevens County,US_WA065,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,25469,25344,25173,25058,24907,24802,24784,24921,24942,25270
0500000US53065,Stevens County,US_WA065,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,6580,6632,6789,6952,7143,7256,7312
0500000US53065,Stevens County,US_WA065,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,18478,18275,18013,17832,17778,17686,17958
0500000US53065,Stevens County,US_WA065,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,12304,12819,13001,13392,13972,14516,14906
0500000US53065,Stevens County,US_WA065,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,7440,7740,8099,8430,8839,9133,9537,9918,10418,10666
0500000US53067,Thurston County,US_WA067,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,56615,57117,57196,57299,57598,58082,58804,59418,59957,61312
0500000US53067,Thurston County,US_WA067,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,15372,15447,15670,15785,15988,16112,16019
0500000US53067,Thurston County,US_WA067,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,41927,42151,42412,43019,43430,43845,45293
0500000US53067,Thurston County,US_WA067,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,56398,56793,56929,57000,57330,57755,58446,59046,59681,61007
0500000US53067,Thurston County,US_WA067,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,159801,161561,162910,164233,165111,166377,168299,170494,172699,176046
0500000US53067,Thurston County,US_WA067,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,59374,59553,60240,61187,62192,63257,63673
0500000US53067,Thurston County,US_WA067,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,104859,105558,106137,107112,108302,109442,112373
0500000US53067,Thurston County,US_WA067,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,55531,57585,59160,61828,64750,67503,69221
0500000US53067,Thurston County,US_WA067,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,32550,34011,35661,37522,39753,41515,43886,46206,48427,49671
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,754,704,627,607,642,670,692,696,748,735
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,97,139,158,138,164,165,156
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,510,503,512,554,532,583,579
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,754,694,617,598,627,657,692,696,748,735
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,2205,2166,2172,2197,2103,2080,2077,2143,2146,2201
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,646,561,550,478,505,488,562
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1551,1542,1530,1599,1638,1658,1639
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,1470,1604,1670,1770,1839,1934,1975
0500000US53069,Wahkiakum County,US_WA069,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,933,1007,1102,1142,1236,1278,1365,1381,1379,1396
,,,,,,,,,,,,,,,,,,,,
Source:,U.S. Census Bureau,,,,,,,,,,,,,,,,,,,
Download URL:,https://public.knoema.com/bgbeymf/income-and-poverty-estimates-for-u-s-states-and-counties,,,,,,,,,,,,,,,,,,,
